Date,Open,High,Low,Close,Adj Close,Volume
2020-05-12,0.015068,0.017546,0.014923,0.016937,0.016937,44426864
2020-05-13,0.016918,0.019322,0.016892,0.019240,0.019240,61969904
2020-05-14,0.019216,0.021445,0.018723,0.019933,0.019933,51457852
2020-05-15,0.019938,0.020756,0.018637,0.019275,0.019275,27886778
2020-05-16,0.019272,0.020755,0.018521,0.019978,0.019978,46649429
2020-05-17,0.020012,0.020868,0.019960,0.020275,0.020275,30077323
2020-05-18,0.020272,0.021140,0.020242,0.020639,0.020639,31372590
2020-05-19,0.020630,0.022803,0.020312,0.022160,0.022160,57761867
2020-05-20,0.022124,0.022399,0.019965,0.020850,0.020850,43919536
2020-05-21,0.020881,0.020990,0.018506,0.019301,0.019301,42708408
2020-05-22,0.019276,0.021006,0.018999,0.020448,0.020448,33112597
2020-05-23,0.020432,0.020686,0.019689,0.020190,0.020190,24244395
2020-05-24,0.020197,0.021729,0.019469,0.019500,0.019500,41668092
2020-05-25,0.019434,0.021618,0.019246,0.021273,0.021273,45366900
2020-05-26,0.021243,0.026642,0.021243,0.025818,0.025818,116464074
2020-05-27,0.025818,0.026484,0.023868,0.024371,0.024371,108160169
2020-05-28,0.024388,0.026649,0.023895,0.025153,0.025153,70806388
2020-05-29,0.025140,0.026951,0.024914,0.025933,0.025933,62693681
2020-05-30,0.025933,0.025957,0.023320,0.024047,0.024047,63945097
2020-05-31,0.024080,0.024770,0.019844,0.020525,0.020525,84351956
2020-06-01,0.020361,0.022582,0.020315,0.021812,0.021812,64349134
2020-06-02,0.021709,0.022543,0.020142,0.020781,0.020781,49591999
2020-06-03,0.020781,0.021963,0.020348,0.021673,0.021673,30175313
2020-06-04,0.021638,0.022118,0.020678,0.021734,0.021734,36376128
2020-06-05,0.021734,0.021840,0.020366,0.020698,0.020698,29471592
2020-06-06,0.020698,0.021022,0.020215,0.020630,0.020630,18947270
2020-06-07,0.020630,0.020782,0.019694,0.020358,0.020358,22184589
2020-06-08,0.020360,0.020767,0.020178,0.020299,0.020299,14553848
2020-06-09,0.020331,0.020434,0.020050,0.020239,0.020239,13504602
2020-06-10,0.020219,0.021868,0.020063,0.021308,0.021308,41641608
2020-06-11,0.021282,0.022004,0.019437,0.019723,0.019723,33031277
2020-06-12,0.019721,0.020565,0.019580,0.020482,0.020482,18314060
2020-06-13,0.020497,0.020758,0.020389,0.020657,0.020657,14578902
2020-06-14,0.020702,0.021444,0.020373,0.020646,0.020646,25603812
2020-06-15,0.020672,0.020672,0.018971,0.020447,0.020447,26096282
2020-06-16,0.020445,0.020823,0.020113,0.020604,0.020604,18213320
2020-06-17,0.020602,0.021314,0.020177,0.020735,0.020735,22483207
2020-06-18,0.020738,0.020767,0.020227,0.020470,0.020470,16152913
2020-06-19,0.020475,0.020690,0.019926,0.020107,0.020107,15884090
2020-06-20,0.020135,0.022626,0.020135,0.022612,0.022612,40679423
2020-06-21,0.022574,0.022993,0.021276,0.021406,0.021406,36652111
2020-06-22,0.021398,0.022212,0.021158,0.022069,0.022069,28447198
2020-06-23,0.022058,0.022928,0.021729,0.022689,0.022689,21745076
2020-06-24,0.022695,0.022783,0.021479,0.022339,0.022339,25021689
2020-06-25,0.022392,0.022392,0.021410,0.021591,0.021591,17709010
2020-06-26,0.021614,0.021959,0.020701,0.020808,0.020808,20663219
2020-06-27,0.020832,0.021269,0.019085,0.019436,0.019436,21162616
2020-06-28,0.019436,0.020385,0.018297,0.020094,0.020094,22685629
2020-06-29,0.020103,0.020411,0.019020,0.019687,0.019687,22979684
2020-06-30,0.019663,0.019833,0.018857,0.018990,0.018990,12405826
2020-07-01,0.019010,0.019614,0.018534,0.018731,0.018731,23734777
2020-07-02,0.018717,0.019404,0.018340,0.019105,0.019105,17654038
2020-07-03,0.019099,0.019644,0.018731,0.019230,0.019230,17181983
2020-07-04,0.019243,0.019620,0.019052,0.019497,0.019497,11394586
2020-07-05,0.019511,0.019615,0.018780,0.019067,0.019067,13829916
2020-07-06,0.019067,0.020043,0.018896,0.019930,0.019930,16348986
2020-07-07,0.019927,0.020517,0.019482,0.020100,0.020100,21343811
2020-07-08,0.020104,0.021772,0.019931,0.021634,0.021634,34537043
2020-07-09,0.021634,0.021681,0.019895,0.020698,0.020698,28169884
2020-07-10,0.020698,0.021317,0.020130,0.021131,0.021131,22356819
2020-07-11,0.021107,0.021484,0.020803,0.021300,0.021300,21494394
2020-07-12,0.021298,0.021579,0.020639,0.021159,0.021159,11749368
2020-07-13,0.021159,0.023709,0.021088,0.022424,0.022424,37147532
2020-07-14,0.022424,0.022590,0.021281,0.022288,0.022288,20292118
2020-07-15,0.022353,0.023764,0.022156,0.022275,0.022275,24479470
2020-07-16,0.022258,0.023053,0.020464,0.020925,0.020925,23420368
2020-07-17,0.020896,0.021775,0.020739,0.021155,0.021155,11652835
2020-07-18,0.021182,0.021647,0.020763,0.021436,0.021436,9263882
2020-07-19,0.021495,0.021572,0.020881,0.021230,0.021230,10771584
2020-07-20,0.021244,0.022815,0.021075,0.021550,0.021550,24992774
2020-07-21,0.021605,0.021963,0.020951,0.021264,0.021264,18033495
2020-07-22,0.021265,0.021697,0.020988,0.021239,0.021239,12160964
2020-07-23,0.021213,0.021559,0.021004,0.021067,0.021067,9818534
2020-07-24,0.021052,0.021351,0.020333,0.020633,0.020633,12009307
2020-07-25,0.020643,0.021343,0.020617,0.020825,0.020825,10586724
2020-07-26,0.020858,0.021365,0.020632,0.020696,0.020696,13724140
2020-07-27,0.020694,0.020852,0.018312,0.019829,0.019829,31094271
2020-07-28,0.019913,0.021003,0.019245,0.020481,0.020481,25539919
2020-07-29,0.020488,0.020800,0.020150,0.020381,0.020381,16119349
2020-07-30,0.020381,0.020968,0.020120,0.020429,0.020429,14335220
2020-07-31,0.020419,0.020713,0.020117,0.020258,0.020258,11758447
2020-08-01,0.020258,0.021324,0.020145,0.020990,0.020990,16202702
2020-08-02,0.021008,0.021338,0.019884,0.020001,0.020001,14829361
2020-08-03,0.020001,0.020829,0.019902,0.020459,0.020459,11728783
2020-08-04,0.020458,0.020893,0.020398,0.020646,0.020646,10284067
2020-08-05,0.020650,0.021934,0.020544,0.021380,0.021380,19397104
2020-08-06,0.021350,0.022300,0.021239,0.021770,0.021770,17258892
2020-08-07,0.021767,0.022294,0.020683,0.021398,0.021398,13272237
2020-08-08,0.021376,0.022957,0.021310,0.022847,0.022847,19222402
2020-08-09,0.022871,0.023784,0.022379,0.022779,0.022779,22917218
2020-08-10,0.022779,0.024397,0.021989,0.024364,0.024364,31068048
2020-08-11,0.024379,0.026220,0.022079,0.023074,0.023074,43046296
2020-08-12,0.023116,0.026000,0.022671,0.025544,0.025544,30117664
2020-08-13,0.025547,0.028905,0.024194,0.027391,0.027391,62872391
2020-08-14,0.027433,0.028709,0.026597,0.028144,0.028144,35001181
2020-08-15,0.028223,0.032391,0.027030,0.030119,0.030119,64600574
2020-08-16,0.030129,0.030960,0.028518,0.030161,0.030161,35043467
2020-08-17,0.030161,0.032038,0.027947,0.028792,0.028792,46826970
2020-08-18,0.028710,0.029591,0.025925,0.026971,0.026971,32349179
2020-08-19,0.026933,0.027421,0.024023,0.024896,0.024896,32078356
2020-08-20,0.024896,0.026912,0.024730,0.026709,0.026709,22345286
2020-08-21,0.026680,0.028852,0.024928,0.024932,0.024932,29176851
2020-08-22,0.024981,0.026442,0.023936,0.026151,0.026151,19378252
2020-08-23,0.026155,0.026158,0.024883,0.025308,0.025308,10582360
2020-08-24,0.025349,0.028325,0.025057,0.027981,0.027981,26471891
2020-08-25,0.027941,0.028160,0.025106,0.025861,0.025861,20888554
2020-08-26,0.025798,0.027415,0.025593,0.026905,0.026905,21312801
2020-08-27,0.026919,0.027624,0.025110,0.025737,0.025737,18159895
2020-08-28,0.025766,0.027166,0.025474,0.026855,0.026855,12390940
2020-08-29,0.026862,0.028569,0.026590,0.027683,0.027683,18994756
2020-08-30,0.027642,0.028664,0.027125,0.027178,0.027178,16727280
2020-08-31,0.027158,0.027505,0.026355,0.026573,0.026573,14765321
2020-09-01,0.026567,0.026931,0.025599,0.025613,0.025613,19731737
2020-09-02,0.025626,0.026013,0.022015,0.023510,0.023510,23428036
2020-09-03,0.023507,0.023714,0.018860,0.019393,0.019393,19269778
2020-09-04,0.019451,0.020041,0.017870,0.019457,0.019457,20856523
2020-09-05,0.019425,0.020135,0.017182,0.018017,0.018017,16149424
2020-09-06,0.018039,0.019111,0.017296,0.018787,0.018787,11566935
2020-09-07,0.018805,0.019015,0.017221,0.018834,0.018834,11114003
2020-09-08,0.018817,0.019116,0.017688,0.018251,0.018251,8974662
2020-09-09,0.018267,0.020752,0.018010,0.020152,0.020152,17283161
2020-09-10,0.020161,0.021463,0.020035,0.020475,0.020475,13563418
2020-09-11,0.020467,0.021441,0.019659,0.021206,0.021206,12115050
2020-09-12,0.021196,0.021363,0.020680,0.020981,0.020981,9820302
2020-09-13,0.020981,0.021300,0.019228,0.019815,0.019815,13410049
2020-09-14,0.019802,0.020392,0.019593,0.020139,0.020139,10363434
2020-09-15,0.020139,0.021586,0.020114,0.020505,0.020505,16978487
2020-09-16,0.020491,0.020501,0.019454,0.019857,0.019857,12152182
2020-09-17,0.019857,0.020526,0.019435,0.020431,0.020431,14224677
2020-09-18,0.020431,0.021605,0.019945,0.021030,0.021030,17872144
2020-09-19,0.021036,0.021583,0.020615,0.020913,0.020913,9885392
2020-09-20,0.020898,0.022454,0.020449,0.021960,0.021960,16647627
2020-09-21,0.021955,0.023517,0.018561,0.018947,0.018947,28648319
2020-09-22,0.018915,0.019723,0.018626,0.019647,0.019647,8484373
2020-09-23,0.019633,0.019850,0.017653,0.017709,0.017709,9911559
2020-09-24,0.017742,0.019023,0.017335,0.018987,0.018987,10638006
2020-09-25,0.018993,0.019380,0.018381,0.019146,0.019146,8791831
2020-09-26,0.019179,0.019368,0.018684,0.018928,0.018928,7439929
2020-09-27,0.018884,0.019151,0.018104,0.018736,0.018736,8813621
2020-09-28,0.018734,0.020287,0.018704,0.018886,0.018886,16761055
2020-09-29,0.018902,0.019959,0.018603,0.019675,0.019675,10834905
2020-09-30,0.019647,0.020321,0.019118,0.020153,0.020153,9767572
2020-10-01,0.020169,0.020469,0.018304,0.018980,0.018980,14776920
2020-10-02,0.018988,0.019120,0.017563,0.018272,0.018272,9923295
2020-10-03,0.018278,0.018796,0.018111,0.018550,0.018550,5534694
2020-10-04,0.018529,0.018761,0.018342,0.018602,0.018602,5258875
2020-10-05,0.018602,0.018999,0.018471,0.018841,0.018841,6023473
2020-10-06,0.018830,0.018886,0.017037,0.017165,0.017165,9375522
2020-10-07,0.017171,0.017567,0.016586,0.016958,0.016958,9249810
2020-10-08,0.017000,0.017019,0.015558,0.016632,0.016632,12897319
2020-10-09,0.016657,0.017554,0.016252,0.017094,0.017094,10117799
2020-10-10,0.017096,0.017742,0.017012,0.017207,0.017207,8915882
2020-10-11,0.017226,0.018069,0.017186,0.017855,0.017855,7229731
2020-10-12,0.017819,0.018474,0.017751,0.017905,0.017905,9285088
2020-10-13,0.017885,0.017972,0.017414,0.017698,0.017698,6904064
2020-10-14,0.017689,0.017973,0.017083,0.017235,0.017235,6314096
2020-10-15,0.017190,0.017471,0.016665,0.017190,0.017190,6683165
2020-10-16,0.017181,0.017201,0.016104,0.016253,0.016253,6618218
2020-10-17,0.016278,0.016796,0.016141,0.016742,0.016742,4856798
2020-10-18,0.016739,0.017040,0.016546,0.016887,0.016887,4780011
2020-10-19,0.016874,0.016921,0.016167,0.016205,0.016205,6508722
2020-10-20,0.016243,0.016400,0.015452,0.015632,0.015632,24527488
2020-10-21,0.015649,0.016795,0.015644,0.016383,0.016383,14525760
2020-10-22,0.016386,0.017848,0.016156,0.017404,0.017404,12740856
2020-10-23,0.017408,0.017523,0.016522,0.017040,0.017040,9430623
2020-10-24,0.017040,0.017724,0.016858,0.017683,0.017683,8231996
2020-10-25,0.017683,0.017891,0.017107,0.017165,0.017165,9757810
2020-10-26,0.017165,0.017675,0.016177,0.016562,0.016562,12961598
2020-10-27,0.016562,0.016653,0.015683,0.015800,0.015800,18131433
2020-10-28,0.015800,0.016135,0.014900,0.015086,0.015086,8835884
2020-10-29,0.015086,0.015408,0.013694,0.013877,0.013877,8853568
2020-10-30,0.013877,0.014101,0.013009,0.013910,0.013910,11523990
2020-10-31,0.013910,0.014174,0.013634,0.013721,0.013721,6032755
2020-11-01,0.013721,0.014319,0.013655,0.014107,0.014107,5702032
2020-11-02,0.014107,0.014445,0.013498,0.013688,0.013688,6228142
2020-11-03,0.013688,0.013760,0.012615,0.012717,0.012717,9160030
2020-11-04,0.012717,0.012768,0.011759,0.012251,0.012251,9060246
2020-11-05,0.012253,0.013665,0.012163,0.013477,0.013477,11844990
2020-11-06,0.013476,0.015857,0.013384,0.015509,0.015509,20995802
2020-11-07,0.015509,0.017133,0.013944,0.014393,0.014393,20112296
2020-11-08,0.014393,0.016225,0.014203,0.015735,0.015735,11777719
2020-11-09,0.015735,0.016676,0.015409,0.015634,0.015634,12438306
2020-11-10,0.015634,0.017505,0.015473,0.017314,0.017314,20802463
2020-11-11,0.017314,0.017851,0.016562,0.016603,0.016603,10641721
2020-11-12,0.016603,0.017346,0.015745,0.015860,0.015860,10853929
2020-11-13,0.015860,0.017163,0.015772,0.016917,0.016917,8441268
2020-11-14,0.016917,0.016934,0.016049,0.016751,0.016751,6054997
2020-11-15,0.016751,0.017070,0.015984,0.016461,0.016461,7699718
2020-11-16,0.016461,0.016849,0.016296,0.016610,0.016610,7058128
2020-11-17,0.016764,0.018203,0.016657,0.017694,0.017694,17220075
2020-11-18,0.017692,0.018668,0.016576,0.017093,0.017093,17025859
2020-11-19,0.017094,0.017942,0.016832,0.017272,0.017272,11780231
2020-11-20,0.017272,0.018362,0.017272,0.017870,0.017870,12183600
2020-11-21,0.017870,0.019833,0.017780,0.019758,0.019758,19283687
2020-11-22,0.019758,0.020041,0.018147,0.019036,0.019036,21197851
2020-11-23,0.019036,0.021764,0.018857,0.021163,0.021163,25040100
2020-11-24,0.021163,0.022531,0.020492,0.021664,0.021664,28126148
2020-11-25,0.021637,0.023826,0.020574,0.021295,0.021295,24865281
2020-11-26,0.021124,0.021532,0.015847,0.017780,0.017780,29547199
2020-11-27,0.017799,0.018531,0.016836,0.017705,0.017705,9687176
2020-11-28,0.017726,0.019031,0.017339,0.018750,0.018750,9071347
2020-11-29,0.018754,0.019007,0.018313,0.018856,0.018856,9115838
2020-11-30,0.018856,0.019723,0.018570,0.019563,0.019563,12682601
2020-12-01,0.019568,0.020057,0.018076,0.018722,0.018722,14210419
2020-12-02,0.018710,0.019452,0.018365,0.019334,0.019334,8639245
2020-12-03,0.019334,0.020982,0.019062,0.020806,0.020806,14372967
2020-12-04,0.020808,0.021092,0.018711,0.018871,0.018871,14569072
2020-12-05,0.018835,0.019734,0.018453,0.019734,0.019734,9090150
2020-12-06,0.019730,0.020151,0.019036,0.019572,0.019572,8262858
2020-12-07,0.019572,0.019611,0.019008,0.019199,0.019199,5737007
2020-12-08,0.019234,0.019234,0.017491,0.017605,0.017605,8769903
2020-12-09,0.017604,0.018193,0.016640,0.018093,0.018093,10989601
2020-12-10,0.018104,0.018152,0.017301,0.017771,0.017771,9773733
2020-12-11,0.017772,0.017929,0.017054,0.017498,0.017498,7664231
2020-12-12,0.017481,0.018016,0.017481,0.017869,0.017869,6384575
2020-12-13,0.017869,0.018302,0.017837,0.018099,0.018099,5960269
2020-12-14,0.018099,0.018581,0.017929,0.018384,0.018384,6472765
2020-12-15,0.018387,0.019882,0.018387,0.019489,0.019489,14597988
2020-12-16,0.019488,0.019838,0.018799,0.019434,0.019434,13012452
2020-12-17,0.019447,0.019727,0.018729,0.018958,0.018958,18914753
2020-12-18,0.018958,0.020765,0.018682,0.020599,0.020599,13821146
2020-12-19,0.020593,0.020833,0.019811,0.019982,0.019982,17975451
2020-12-20,0.019982,0.020130,0.018826,0.019220,0.019220,11063097
2020-12-21,0.019219,0.019698,0.018146,0.018155,0.018155,10458400
2020-12-22,0.018130,0.018765,0.017480,0.018646,0.018646,8713462
2020-12-23,0.018636,0.018733,0.014775,0.015204,0.015204,13949596
2020-12-24,0.015246,0.016555,0.014837,0.016463,0.016463,10462294
2020-12-25,0.016449,0.017043,0.016047,0.016621,0.016621,10626106
2020-12-26,0.016630,0.019774,0.016309,0.019294,0.019294,19774476
2020-12-27,0.019280,0.019958,0.017841,0.018301,0.018301,23010603
2020-12-28,0.018322,0.019586,0.018204,0.018873,0.018873,15253479
2020-12-29,0.018873,0.019121,0.017827,0.018449,0.018449,11436635
2020-12-30,0.018442,0.019042,0.017956,0.018135,0.018135,9394171
2020-12-31,0.018136,0.018136,0.017112,0.017633,0.017633,10278722
2021-01-01,0.017633,0.018774,0.017454,0.017812,0.017812,9798566
2021-01-02,0.017812,0.019600,0.017331,0.019043,0.019043,17374970
2021-01-03,0.019053,0.020570,0.018910,0.019975,0.019975,17908526
2021-01-04,0.020000,0.024831,0.019763,0.024614,0.024614,44212481
2021-01-05,0.024675,0.027025,0.023680,0.024467,0.024467,58583192
2021-01-06,0.024468,0.036532,0.024014,0.035135,0.035135,153415534
2021-01-07,0.035312,0.039399,0.032155,0.032999,0.032999,105163771
2021-01-08,0.033009,0.034569,0.027907,0.031739,0.031739,61246036
2021-01-09,0.031697,0.034695,0.030932,0.033513,0.033513,79019168
2021-01-10,0.033582,0.034514,0.027919,0.030411,0.030411,52646300
2021-01-11,0.030388,0.030388,0.023085,0.026124,0.026124,38494930
2021-01-12,0.026068,0.028426,0.025173,0.026090,0.026090,24813161
2021-01-13,0.026084,0.030594,0.024858,0.030070,0.030070,30383230
2021-01-14,0.030069,0.032910,0.029194,0.032831,0.032831,34026776
2021-01-15,0.032780,0.035468,0.029485,0.034014,0.034014,50937165
2021-01-16,0.034062,0.036315,0.032077,0.032768,0.032768,38716031
2021-01-17,0.032795,0.034787,0.030863,0.034020,0.034020,34064950
2021-01-18,0.034036,0.037704,0.033606,0.036053,0.036053,38764373
2021-01-19,0.036054,0.036196,0.032205,0.032514,0.032514,33655721
2021-01-20,0.032450,0.034710,0.030410,0.034533,0.034533,39296520
2021-01-21,0.034547,0.034935,0.028357,0.028604,0.028604,33989576
2021-01-22,0.028596,0.032941,0.026482,0.031298,0.031298,34193736
2021-01-23,0.031260,0.035054,0.030838,0.033975,0.033975,52887165
2021-01-24,0.033999,0.035186,0.032532,0.033177,0.033177,33074049
2021-01-25,0.033176,0.036837,0.032954,0.032978,0.032978,35904208
2021-01-26,0.032908,0.044762,0.031939,0.043360,0.043360,191626219
2021-01-27,0.043351,0.048043,0.037613,0.042072,0.042072,161467929
2021-01-28,0.042064,0.044648,0.038684,0.038892,0.038892,86132323
2021-01-29,0.038492,0.042806,0.037528,0.040277,0.040277,93560701
2021-01-30,0.040290,0.046420,0.039198,0.039925,0.039925,82468480
2021-01-31,0.039954,0.040230,0.036256,0.038279,0.038279,41501676
2021-02-01,0.038278,0.041090,0.036386,0.040877,0.040877,47374907
2021-02-02,0.040826,0.041306,0.039330,0.041083,0.041083,32237671
2021-02-03,0.041076,0.044242,0.039867,0.043836,0.043836,42381028
2021-02-04,0.043811,0.049154,0.039652,0.047347,0.047347,80798809
2021-02-05,0.047370,0.056111,0.046146,0.054767,0.054767,109264090
2021-02-06,0.054739,0.055348,0.046877,0.052406,0.052406,84137240
2021-02-07,0.052492,0.068022,0.048342,0.067642,0.067642,153001299
2021-02-08,0.067275,0.079763,0.061382,0.071268,0.071268,239087930
2021-02-09,0.071313,0.107071,0.069588,0.098868,0.098868,333193199
2021-02-10,0.098897,0.143678,0.097281,0.117016,0.117016,738971373
2021-02-11,0.116711,0.137296,0.113490,0.123611,0.123611,315764485
2021-02-12,0.123384,0.128210,0.114839,0.121233,0.121233,210036620
2021-02-13,0.121137,0.125733,0.107128,0.111650,0.111650,180338763
2021-02-14,0.111660,0.115886,0.095158,0.100922,0.100922,150901102
2021-02-15,0.100833,0.119124,0.082609,0.107605,0.107605,257633254
2021-02-16,0.107351,0.114779,0.101367,0.108900,0.108900,161640362
2021-02-17,0.108891,0.119122,0.096174,0.112220,0.112220,192608043
2021-02-18,0.112290,0.133328,0.112290,0.122744,0.122744,256329522
2021-02-19,0.122753,0.163986,0.119532,0.154840,0.154840,385398324
2021-02-20,0.154576,0.198429,0.135965,0.146081,0.146081,838406825
2021-02-21,0.145440,0.182900,0.140752,0.162250,0.162250,426999785
2021-02-22,0.162348,0.167039,0.123561,0.152005,0.152005,366038611
2021-02-23,0.152149,0.152586,0.101454,0.137005,0.137005,472517260
2021-02-24,0.136798,0.170865,0.128232,0.160243,0.160243,413053550
2021-02-25,0.160051,0.221125,0.159717,0.176179,0.176179,713542669
2021-02-26,0.176919,0.202450,0.160523,0.190602,0.190602,653230825
2021-02-27,0.190532,0.230559,0.189964,0.197533,0.197533,610004301
2021-02-28,0.197906,0.231003,0.174414,0.228847,0.228847,694075983
2021-03-01,0.230546,0.251646,0.218509,0.251572,0.251572,706136275
2021-03-02,0.250081,0.250081,0.214554,0.231893,0.231893,355424277
2021-03-03,0.231971,0.237648,0.219722,0.223935,0.223935,255744904
2021-03-04,0.223779,0.235337,0.195472,0.200395,0.200395,251777998
2021-03-05,0.199785,0.222924,0.184987,0.215171,0.215171,250614421
2021-03-06,0.213962,0.228754,0.206577,0.212986,0.212986,158909076
2021-03-07,0.212928,0.221991,0.207960,0.212243,0.212243,127461430
2021-03-08,0.212290,0.220862,0.205588,0.216622,0.216622,136299302
2021-03-09,0.216834,0.302515,0.216068,0.298981,0.298981,742292065
2021-03-10,0.298759,0.338360,0.283260,0.287524,0.287524,767394371
2021-03-11,0.287132,0.508946,0.281368,0.410605,0.410605,1700044439
2021-03-12,0.410418,0.503096,0.401308,0.414408,0.414408,1638910147
2021-03-13,0.414562,0.464813,0.412155,0.425134,0.425134,840876663
2021-03-14,0.425346,0.436667,0.377353,0.382881,0.382881,538225586
2021-03-15,0.381473,0.428712,0.380054,0.392959,0.392959,605932856
2021-03-16,0.392290,0.395275,0.350214,0.373222,0.373222,413704310
2021-03-17,0.373021,0.426132,0.373021,0.403259,0.403259,606643873
2021-03-18,0.401438,0.436361,0.387415,0.390734,0.390734,345618831
2021-03-19,0.390534,0.422863,0.377263,0.411783,0.411783,286226960
2021-03-20,0.410084,0.420451,0.383615,0.383615,0.383615,227972953
2021-03-21,0.383504,0.399302,0.365796,0.381072,0.381072,233175578
2021-03-22,0.381039,0.384073,0.333753,0.348746,0.348746,218973063
2021-03-23,0.347699,0.365343,0.327658,0.331694,0.331694,214301301
2021-03-24,0.331411,0.377353,0.312179,0.324979,0.324979,341042162
2021-03-25,0.323941,0.337633,0.300103,0.301851,0.301851,242430418
2021-03-26,0.301800,0.342062,0.301676,0.336804,0.336804,228186511
2021-03-27,0.336951,0.356530,0.332551,0.333444,0.333444,209270719
2021-03-28,0.333223,0.355493,0.330081,0.346010,0.346010,211156181
2021-03-29,0.346505,0.422096,0.338214,0.383946,0.383946,515212013
2021-03-30,0.384417,0.388263,0.361398,0.371280,0.371280,257443389
2021-03-31,0.371440,0.381147,0.341303,0.359934,0.359934,281140380
2021-04-01,0.360324,0.377894,0.354978,0.364222,0.364222,211284882
2021-04-02,0.364159,0.395306,0.358751,0.384002,0.384002,268317949
2021-04-03,0.383484,0.398018,0.352835,0.354031,0.354031,222409214
2021-04-04,0.353850,0.374790,0.348544,0.362637,0.362637,165050296
2021-04-05,0.362660,0.370122,0.350888,0.370033,0.370033,225534790
2021-04-06,0.370452,0.389649,0.361248,0.374566,0.374566,293679159
2021-04-07,0.374547,0.376036,0.311106,0.337208,0.337208,259031047
2021-04-08,0.337845,0.360021,0.336905,0.356306,0.356306,155583605
2021-04-09,0.356203,0.383840,0.350250,0.367603,0.367603,173371170
2021-04-10,0.367531,0.375741,0.347979,0.358471,0.358471,168749009
2021-04-11,0.358065,0.370601,0.351930,0.370532,0.370532,141234990
2021-04-12,0.370304,0.373138,0.350936,0.358044,0.358044,147382913
2021-04-13,0.357590,0.423582,0.357336,0.422074,0.422074,618821779
2021-04-14,0.422413,0.448523,0.370765,0.414680,0.414680,492289025
2021-04-15,0.414665,0.460567,0.402419,0.442733,0.442733,440389322
2021-04-16,0.440990,0.467342,0.408825,0.436447,0.436447,398692669
2021-04-17,0.436716,0.439362,0.404358,0.406253,0.406253,225290395
2021-04-18,0.406680,0.410417,0.303804,0.362901,0.362901,405420994
2021-04-19,0.363456,0.386333,0.325456,0.327200,0.327200,214818440
2021-04-20,0.325507,0.351061,0.298470,0.341524,0.341524,249383389
2021-04-21,0.342312,0.381900,0.328481,0.359229,0.359229,267793113
2021-04-22,0.356474,0.421112,0.346905,0.349445,0.349445,652622588
2021-04-23,0.350120,0.386922,0.299107,0.381808,0.381808,469766102
2021-04-24,0.381905,0.388720,0.338320,0.353428,0.353428,216229167
2021-04-25,0.354823,0.403798,0.345124,0.382884,0.382884,333571613
2021-04-26,0.384003,0.573341,0.381265,0.535193,0.535193,1751007448
2021-04-27,0.536222,0.843079,0.535764,0.832754,0.832754,2631901892
2021-04-28,0.828999,0.893279,0.676878,0.773113,0.773113,3865674203
2021-04-29,0.776181,0.923382,0.743497,0.890872,0.890872,2744234311
2021-04-30,0.888491,0.940679,0.783348,0.820568,0.820568,1906390032
2021-05-01,0.820682,0.839666,0.772287,0.786821,0.786821,966733867
